Product_Name,Stars,Ratings,Reviews,current_price,MRP,channel,Operating_system,Picture_qualtiy,Speaker,Frequency,Image_url,,
iFFALCON,4.2,0,0,₹149999,₹239999,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,120 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/k2w6xe80/television/d/z/8/iffalcon-75h2a-original-imafm59fmvhrbexk.jpeg?q=70,,
PHILIPS,4.2,0,0,₹38999,₹105990,Netflix|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kar44280/television/h/z/h/philips-50put6604-94-original-imafs8n4uf7dyg5t.jpeg?q=70,,
Croma,3.9,0,0,₹18990,₹30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/0/d/b/crel040fof024601-croma-original-imagd69uunejcz4d.jpeg?q=70,,
SONY,4.6,0,0,₹29000,₹37990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqqykcw0/television/3/8/8/kd-32w830-sony-original-imag4p2wgx6d5nda.jpeg?q=70,,
SAMSUNG,4.5,6879,1027,₹81999,₹129900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kbl4cy80/television/j/k/z/samsung-ua65tue60akxxl-original-imafswfrzvtahwna.jpeg?q=70,,
MarQ,4.4,22778,4027,₹64999,₹89499,Netflix|Youtube,Operating System: Linux,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/jrjizrk0/television/a/k/j/marq-by-flipkart-65hsuhd-original-imafdb583xkaq3av.jpeg?q=70,,
Adsun,3.8,6742,930,₹6199,₹12999,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,1 x HDMI | 2 x USB,A+ Grade,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/h/i/m/a-2400n-adsun-original-imag5ecpqjfzews3.jpeg?q=70,,
SAMSUNG,0,0,0,₹470900,0,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,200 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/j4fwpzk0/television/m/v/t/samsung-55q8c-original-imaevcnmmhyd9u2y.jpeg?q=70,,
SONY,3.6,0,0,₹109999,₹164900,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,4 x HDMI | 3 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/television/h/e/r/sony-kd-55x8500d-original-imaemzh7evvrghz8.jpeg?q=70,,
SAMSUNG,5,0,0,₹34450,₹57720,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kfh5ifk0/television/x/y/u/samsung-ua43t5500akxxl-original-imafvwry7ppmzr9w.jpeg?q=70,,
Croma,4.2,1773,217,₹7990,₹20000,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/p/f/6/crel7369-croma-original-imag7969pxhrwp2k.jpeg?q=70,,
LG,4.3,0,0,₹64999,₹93990,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 1 x USB,https://rukminim1.flixcart.com/image/312/312/j79czgw0/television/4/h/z/lg-55uj632t-original-imaexje8feputf5v.jpeg?q=70,,
SAMSUNG,4.7,0,0,₹294900,0,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 × 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/j7ksia80/television/w/z/9/samsung-65mu6470-original-imaexshykw2qe5jv.jpeg?q=70,,
LG,5,0,0,₹194990,₹379990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kg9qbgw0/television/h/f/d/lg-oled65cxpta-original-imafwjxjgj2ztfgq.jpeg?q=70,,
Adsun,3.8,6730,929,₹8699,₹21999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/u/d/y/a-3200s-adsun-original-imag5edguuyn54fh.jpeg?q=70,,
SONY,0,0,0,₹77500,₹99900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krp94sw0/television/u/n/q/kd-50x80j-kd-50x80j-sony-original-imag5fz7udpzgzfa.jpeg?q=70,,
SONY,4.6,0,0,₹60999,₹76900,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kfyasnk0/television/q/b/u/sony-kd-49x7500h-original-imafwajtpg6ygytg.jpeg?q=70,,
TCL,5,0,0,₹157490,₹299990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,120 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2krs7k0/television/l/i/b/-original-imagdvsxkyxfzry9.jpeg?q=70,,
Croma,4.3,0,0,₹11990,₹25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/2/i/r/crel032hof024601-croma-original-imagd69t6mysezaw.jpeg?q=70,,
SONY,4.7,0,0,₹149999,₹244900,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,800 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/k2w6xe80/television/j/g/3/sony-kd-65x9500e-original-imafm59fbhfv9zz5.jpeg?q=70,,
Croma,0,0,0,₹59990,₹150000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l2f20sw0/television/m/q/y/crel065uoa024601-croma-original-imagdrd7uvbwf8kc.jpeg?q=70,,
Haier,4.7,0,0,₹28590,₹46990,Netflix|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqwobrk0/television/t/a/y/le42a6500ga-le42a6500ga-haier-original-imag4tfjth6js3uq.jpeg?q=70,,
Adsun,3.8,6730,929,₹8999,₹29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70,,
SONY,4.3,0,0,₹259999,₹449900,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,100 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/k2w6xe80/television/n/g/j/sony-kd-65a8f-original-imafm59ff5aduuvg.jpeg?q=70,,
Lloyd,0,0,0,₹48900,₹70490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l3khsi80/television/x/m/b/50us900-lloyd-original-imagezfhb9khkyzs.jpeg?q=70,,
SAMSUNG,0,0,0,₹314900,0,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/j59wyvk0/television/g/g/p/samsung-65q7f-original-imaevzsy8zz9g2he.jpeg?q=70,,
Croma,3.9,0,0,₹18990,₹30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/0/d/b/crel040fof024601-croma-original-imagd69uunejcz4d.jpeg?q=70,,
SAMSUNG,4.1,0,0,₹37490,₹40400,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kf5pzm80/television/7/c/f/samsung-ua43t5350akxxl-original-imafvz8zyuatg8ev.jpeg?q=70,,
SAMSUNG,0,0,0,₹167199,₹269900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/jialea80/television/q/c/k/samsung-75nu8000-original-imaf64ffsapydczh.jpeg?q=70,,
SAMSUNG,0,0,0,₹198599,₹219900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,200 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/jx502vk0/television/z/w/s/samsung-qa65q60rakxxl-65q60rak-original-imafhnvgdxhghyyd.jpeg?q=70,,
Adsun,3.8,6730,929,₹16999,₹39999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/g/e/s/a-4300s-f-adsun-original-imagbhqpwyw8z8bp.jpeg?q=70,,
SAMSUNG,4.3,0,0,₹22499,₹24900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,HD Ready 1366 x 768 Pixels,10 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/jxf05u80/television/k/q/h/samsung-ua32n4200arxxl-32n4200-original-imafhvhc3ee66rjy.jpeg?q=70,,
LG,0,0,0,₹139990,₹269900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kg6vfrk0/television/9/g/n/lg-75un8000ptb-75un8000ptb-original-imafwgrdgbrqbfww.jpeg?q=70,,
IMPEX,0,0,0,₹22222,₹29790,HD Ready 1366 x 768 Pixels,20W Speaker Output,58 Hz Refresh Rate,0 x HDMI | 1 x USB,A+ Grade,https://rukminim1.flixcart.com/image/312/312/ktuewsw0/television/a/c/f/titanium-32-ay20-titanium-32-ay20-impex-original-imag73az3yumxeck.jpeg?q=70,,
Croma,4.2,1773,217,₹7990,₹20000,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/p/f/6/crel7369-croma-original-imag7969pxhrwp2k.jpeg?q=70,,
KODAK,4.4,1693,368,₹23999,₹33999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kwzap3k0/television/0/s/0/43uhdx7xprobl-kodak-original-imag9j5eyn3gsb8z.jpeg?q=70,,
LG,0,0,0,₹91564,₹139990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kt64fbk0/television/q/y/c/55up8000ptz-55up8000ptz-lg-original-imag6ksyzhthfskb.jpeg?q=70,,
SAMSUNG,3.9,0,0,₹241900,0,Operating System: Tizen,Ultra HD (4K) 3840x2160 Pixels,40 W Speaker Output,4 x HDMI | 3 x USB,1 Year Manufaturer Warranty,https://rukminim1.flixcart.com/image/312/312/television/y/g/j/samsung-55ks7000-original-imaehfq3m4wzznkt.jpeg?q=70,,
Adsun,3.8,6742,930,₹8699,₹21999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/u/d/y/a-3200s-adsun-original-imag5edguuyn54fh.jpeg?q=70,,
LG,4.3,0,0,₹57500,₹84990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kex5ci80/television/5/z/z/lg-55un7300ptc-original-imafvg6rzyzkm7yb.jpeg?q=70,,
LG,0,0,0,₹296474,₹549990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40W x 2 Speaker Output,120 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzogn0w0/television/9/n/y/75nano91tpz-lg-original-imagbmxqnmbjhbjd.jpeg?q=70,,
MarQ,4.4,0,0,₹64999,₹94499,Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/k2w6xe80/television/f/5/g/marq-by-flipkart-65sauhd-original-imafm59fn624etpf.jpeg?q=70,,
Croma,4.2,0,0,₹11990,₹25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/2/i/r/crel032hof024601-croma-original-imagd69t6mysezaw.jpeg?q=70,,
Croma,4.3,0,0,₹29990,₹50000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: FireTv OS 6,Ultra HD (4K) 3840 x 2160 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l0cr4i80/television/x/i/v/-original-imagc5yfgsnshaej.jpeg?q=70,,
Micromax,4,2677,763,₹91990,0,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 3 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/television/s/y/5/micromax-43e9999uhd-original-imaez6rzqdftpmkc.jpeg?q=70,,
LG,0,0,0,₹349999,₹499990,Netflix|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,120 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/joonafk0/television/s/s/y/lg-oled65e8pta-original-imafb3amrdb8e6hu.jpeg?q=70,,
Adsun,3.8,6742,930,₹8999,₹29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70,,
LG,4.8,0,0,₹249999,₹409990,Netflix|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/jlsc58w0/television/t/u/j/lg-oled65c8pta-original-imaf8u8qghr8wh7y.jpeg?q=70,,
Croma,2.3,0,0,₹25990,₹40000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: FireTv OS 6,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l0cr4i80/television/j/q/9/-original-imagc5yfj7ymkg9e.jpeg?q=70,,
LG,5,0,0,₹356990,0,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate,4 x HDMI | 3 x USB,https://rukminim1.flixcart.com/image/312/312/jb6tksw0/television/p/e/a/lg-65sj850t-original-imafyhcuzqegbhqx.jpeg?q=70,,
Croma,3.9,0,0,₹18990,₹30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/0/d/b/crel040fof024601-croma-original-imagd69uunejcz4d.jpeg?q=70,,
SONY,4.4,0,0,₹75099,₹89900,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kfyasnk0/television/y/g/p/sony-kd-49x8000h-original-imafwajtgbzhuwhk.jpeg?q=70,,
LG,0,0,0,₹86559,₹149990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kg9qbgw0/television/g/x/d/lg-65un8000pta-original-imafwjxm9fyhfmsa.jpeg?q=70,,
Micromax,3.9,0,0,₹12999,₹24990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/ksoz53k0/television/0/c/z/32canvas5v-32canvas5v-micromax-original-imag67gdasgncne6.jpeg?q=70,,
Adsun,3.8,6742,930,₹6199,₹12999,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,1 x HDMI | 2 x USB,A+ Grade,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/h/i/m/a-2400n-adsun-original-imag5ecpqjfzews3.jpeg?q=70,,
TOSHIBA,4.3,0,0,₹25999,₹31990,Netflix|Prime Video|Youtube,Operating System: VIDAA,Full HD 1920 x 1080 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kex5ci80/television/z/v/u/toshiba-43l5050-original-imafvh4nczqkuzzd.jpeg?q=70,,
IGO,4.1,0,0,₹17999,₹29990,Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/k0vbgy80/television/a/k/p/igo-by-onida-lei40sig-lei40sig-original-imafkh8x8ww5pcbz.jpeg?q=70,,
MOTOROLA,4.3,2857,482,₹32999,₹35999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 × 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kfzq8i80/television/c/s/h/motorola-43sauhdmg-original-imafwc56xph9zduu.jpeg?q=70,,
Croma,4.2,1773,217,₹7990,₹20000,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty,https://rukminim1.flixcart.com/image/312/312/ku1k4280/television/p/f/6/crel7369-croma-original-imag7969pxhrwp2k.jpeg?q=70,,
SAMSUNG,0,0,0,₹45785,₹45900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kg9qbgw0/television/m/6/q/samsung-ua43t5770aubxl-original-imafwj3eqzdjdkqj.jpeg?q=70,,
SONY,4.7,0,0,₹46799,₹52900,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,10 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/k12go7k0/television/j/m/b/sony-kdl-43w800g-original-imafkq9zfjax3gwu.jpeg?q=70,,
SAMSUNG,0,0,0,₹93899,₹135900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krgohow0/television/i/i/c/ua65au8000-samsung-original-imag58wcrf6x2xjc.jpeg?q=70,,
Adsun,3.8,6742,930,₹8699,₹21999,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krntoy80/television/u/d/y/a-3200s-adsun-original-imag5edguuyn54fh.jpeg?q=70,,
LG,0,0,0,₹141520,₹166990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kg9qbgw0/television/a/x/k/lg-55nano91tna-original-imafwjxkvzxakhsq.jpeg?q=70,,
SAMSUNG,5,0,0,₹58990,₹82400,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/h/p/v/qa43q60aaklxl-samsung-original-imag4qffe4scfyge.jpeg?q=70,,
SAMSUNG,0,0,0,₹81990,₹115999,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kqse07k0/television/f/c/z/ua65au7500-samsung-original-imag4qyzqydjffhx.jpeg?q=70,,
Croma,4.2,0,0,₹11990,₹25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/2/i/r/crel032hof024601-croma-original-imagd69t6mysezaw.jpeg?q=70,,
Hisense,4.3,0,0,₹40990,₹59990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,102 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l26hdow0/television/n/j/h/-original-imagdkzj5bfhzqbn.jpeg?q=70,,
SAMSUNG,0,0,0,₹109990,₹169990,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/krgohow0/television/8/p/p/qa55q80aaklxl-samsung-original-imag58wzw5azqxme.jpeg?q=70,,
SAMSUNG,3,0,0,₹258999,₹419900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/jialea80/television/y/s/t/samsung-65q8cn-original-imaf64eyjppge4er.jpeg?q=70,,
Adsun,3.8,6742,930,₹8999,₹29999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/o/q/p/a-3210s-f-adsun-original-imagbhqzhafpzhyz.jpeg?q=70,,
LG,4.7,0,0,₹60990,₹91990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kg9qbgw0/television/t/6/b/lg-55un8000pta-original-imafwjxnkrgpppng.jpeg?q=70,,
Sansui,3.7,0,0,₹69200,0,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 2 x USB,IPS,https://rukminim1.flixcart.com/image/312/312/television/n/k/y/sansui-sna55qx0zsa-original-imaep3g8hvnhuxhf.jpeg?q=70,,
Hisense,4.2,3884,735,₹17499,₹17990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kdeum4w0/television/z/m/d/hisense-40a56e-original-imafubtgbj7zh3uq.jpeg?q=70,,
Croma,3.9,0,0,₹18990,₹30000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/l1nwnm80/television/0/d/b/crel040fof024601-croma-original-imagd69uunejcz4d.jpeg?q=70,,
SAMSUNG,3,0,0,₹204900,0,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/j4sronk0/television/v/5/7/samsung-49mu7000-original-imaevmgh7thhuzpz.jpeg?q=70,,
LG,4.8,0,0,₹146620,₹209990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kg9qbgw0/television/q/v/6/lg-65nano80tna-original-imafwjxjjjafzzye.jpeg?q=70,,
LG,4.6,0,0,₹324990,0,Netflix|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/j5pmt8w0/television/f/e/q/lg-oled55b7t-original-imaewc2j28frkjwz.jpeg?q=70,,
Adsun,3.8,6742,930,₹16999,₹39999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzn17680/television/g/e/s/a-4300s-f-adsun-original-imagbhqpwyw8z8bp.jpeg?q=70,,
IMPEX,0,0,0,₹49679,₹49690,Full HD 1920 x 1080 Pixels,16 W Speaker Output,50 Hz Refresh Rate,2 x HDMI | 2 x USB,3 Years Warranty on Product,https://rukminim1.flixcart.com/image/312/312/k0tw13k0/television/n/s/h/impex-gloria-50-original-imafkjcmvz2u4yxq.jpeg?q=70,,
MarQ,4.1,6767,896,₹23999,₹28999,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,https://rukminim1.flixcart.com/image/312/312/kzpw2vk0/television/h/w/t/-original-imagbz2c3v9taknf.jpeg?q=70,,
